weekly_returns,cumulative_returns,bmk_weekly_returns,bmk_cumulative_returns
0.0,0.28551615694659094,-0.00020216712657494806,-0.055296029373456235
0.0,0.28551615694659094,0.01329058078341161,-0.04274036493543443
0.0,0.28551615694659094,-0.028800825176166334,-0.07031023233312972
0.0,0.28551615694659094,-0.03039675084857929,-0.09856978056737309
0.035820895522388096,0.33156449689691647,0.02119426563149318,-0.07946462904846285
0.0,0.33156449689691647,0.029731521557509133,-0.05209571182256756
0.00850267404792665,0.34288635578782234,-0.005566809566432629,-0.05737251448205616
-0.000741289844329085,0.3418908877701887,0.03919370247842524,-0.020427453266679718
0.0,0.3418908877701887,0.006045318360596852,-0.014505625364376162
0.0,0.3418908877701887,-0.009246346019262996,-0.02361784735229433
0.0,0.3418908877701887,-0.021089273690495847,-0.044209037795997275
-0.02553846153846151,0.3076210589440578,-0.009894488209414298,-0.05366610020218954
0.0,0.3076210589440578,0.025481514105276437,-0.029552079586190327
0.0,0.3076210589440578,-0.0108264118433532,-0.040058548445115916
0.0,0.3076210589440578,0.007083822214411617,-0.03325849386605695
0.0,0.3076210589440578,0.014268154044739356,-0.019464877135094483
0.0,0.3076210589440578,0.005217096490984119,-0.014349330786309289
0.0,0.3076210589440578,-0.02414290424640264,-0.03814580051353811
0.0,0.3076210589440578,-0.006989778416286563,-0.04486894823672316
0.0,0.3076210589440578,-0.005537676721238172,-0.050158155227804424
0.0,0.3076210589440578,0.01925472814319318,-0.031869208727686726
0.0,0.3076210589440578,0.016869149418689444,-0.01553766575288007
0.0,0.3076210589440578,0.01235566576449898,-0.0033739781931841906
0.0,0.3076210589440578,0.0011898686912690248,-0.002188124092932231
0.0,0.3076210589440578,0.03056416784559035,0.02830916556061469
0.0,0.3076210589440578,0.004395699837875355,0.03282930399295525
0.0,0.3076210589440578,-0.002000874331640645,0.0307627423496295
0.0,0.3076210589440578,-0.03633103481473465,-0.006685934728406284
0.0,0.3076210589440578,0.0,-0.006685934728406284
0.0,0.3076210589440578,-0.025982167386797927,-0.032494387039953554
0.0,0.3076210589440578,0.022528956093408326,-0.010697495565450521
-0.007990867579908745,0.2971720322173357,0.040564431393298905,0.029432998002903554
0.057707747892412675,0.3720289088256221,-0.05047367266820735,-0.02252626617214637
0.05039822667781119,0.4411767327811258,0.05036991916346234,0.026709006785170297
-0.03389942948122593,0.3923216637582285,-0.05876511111486993,-0.03362566208119799
0.03475431324134381,0.44071084699319085,-0.06214909724771589,-0.09368495478621064
0.0359904357997556,0.4925626582379108,0.015558876826470946,-0.07958371063175185
-0.028313935042680503,0.4503023360854319,0.0008517382468207213,-0.0787997568751001
-0.0733279244001,0.34395467602767105,0.015070477914047586,-0.06491682895667106
0.002023745277927702,0.34667449795703087,0.018653924726333093,-0.04747385787116798
-0.03487095002745744,0.29971467883551983,-0.011074387483754333,-0.05802250145750831
0.0,0.29971467883551983,0.030447962454272837,-0.02934120594911671
0.0,0.29971467883551983,0.01304510067525766,-0.016678864259398796
-0.00771491550330633,0.2896874899098969,-0.012816566673899077,-0.029281665157472325
0.0,0.2896874899098969,-0.022684406642779487,-0.05130183460064197
0.0,0.2896874899098969,0.011234133355648268,-0.04064403289628671
0.0,0.2896874899098969,0.034711483261012255,-0.007343364302813904
0.0,0.2896874899098969,0.0004573570759136558,-0.006889365766525102
0.0,0.2896874899098969,0.023889105388850584,0.01683515883746667
0.0,0.2896874899098969,0.009827482305408308,0.026828088368458847
